4,40:1,1545:1,1997:3.85,1998:3.2906976744186047,"['1999:1', '2003:1', '2007:1']"
2,40:1,1597:1,1997:3.35,1998:3.2906976744186047,"['2012:1', '2006:1']"
3,40:1,1497:1,1997:3.65,1998:3.2906976744186047,"['1999:1', '2012:1', '2006:1']"
2,40:1,1669:1,1997:3.25,1998:3.2906976744186047,"['1999:1', '2008:1', '2005:1']"
2,40:1,1812:1,1997:3.9,1998:3.2906976744186047,"['2000:1', '2012:1', '2006:1']"
2,40:1,1664:1,1997:3.65,1998:3.2906976744186047,"['2003:1', '2007:1', '2005:1']"
2,40:1,1911:1,1997:3.45,1998:3.2906976744186047,"['1999:1', '2000:1', '2007:1']"
2,40:1,1389:1,1997:3.0,1998:3.2906976744186047,"['2003:1', '2006:1']"
3,40:1,1406:1,1997:3.85,1998:3.2906976744186047,"['2003:1', '2008:1', '2012:1']"
3,40:1,1872:1,1997:3.6,1998:3.2906976744186047,"['1999:1', '2015:1']"
3,40:1,1635:1,1997:4.3,1998:3.2906976744186047,"['1999:1', '2013:1']"
3,40:1,1533:1,1997:3.5,1998:3.2906976744186047,"['1999:1', '2006:1', '2023:1']"
2,40:1,1567:1,1997:3.3,1998:3.2906976744186047,"['2000:1', '2004:1', '2006:1']"
3,40:1,1677:1,1997:3.75,1998:3.2906976744186047,"['2004:1', '2012:1', '2006:1']"
4,40:1,1633:1,1997:3.95,1998:3.2906976744186047,"['1999:1', '2007:1', '2015:1']"
4,40:1,1909:1,1997:4.3,1998:3.2906976744186047,"['1999:1', '2013:1']"
5,40:1,1641:1,1997:3.8,1998:3.2906976744186047,"['1999:1', '2005:1']"
5,40:1,1620:1,1997:4.2,1998:3.2906976744186047,"['1999:1', '2001:1', '2017:1']"
2,40:1,1798:1,1997:4.15,1998:3.2906976744186047,"['1999:1', '2009:1', '2023:1']"
4,40:1,1851:1,1997:4.3,1998:3.2906976744186047,"['1999:1', '2000:1']"
5,40:1,1801:1,1997:3.45,1998:3.2906976744186047,['1999:1']
3,40:1,1437:1,1997:3.45,1998:3.2906976744186047,"['2006:1', '2008:1']"
4,40:1,1621:1,1997:3.2,1998:3.2906976744186047,"['2000:1', '2005:1']"
3,40:1,1913:1,1997:3.2,1998:3.2906976744186047,"['1999:1', '2014:1']"
4,40:1,1810:1,1997:3.3,1998:3.2906976744186047,"['1999:1', '2002:1', '2007:1']"
4,40:1,1551:1,1997:3.8,1998:3.2906976744186047,"['1999:1', '2000:1']"
3,40:1,1608:1,1997:3.8,1998:3.2906976744186047,"['1999:1', '2009:1', '2005:1']"
4,40:1,1464:1,1997:3.4,1998:3.2906976744186047,"['1999:1', '2009:1']"
4,40:1,1601:1,1997:3.7,1998:3.2906976744186047,['1999:1']
3,40:1,1524:1,1997:3.55,1998:3.2906976744186047,"['2003:1', '2011:1', '2008:1']"
5,40:1,1099:1,1997:4.15,1998:3.2906976744186047,"['2002:1', '1999:1', '2005:1']"
2,40:1,1689:1,1997:3.75,1998:3.2906976744186047,"['1999:1', '2001:1', '2015:1']"
5,40:1,1219:1,1997:4.3,1998:3.2906976744186047,"['2012:1', '2014:1']"
4,40:1,1225:1,1997:4.3,1998:3.2906976744186047,"['1999:1', '2010:1', '2011:1']"
3,40:1,1856:1,1997:3.6,1998:3.2906976744186047,"['1999:1', '2009:1', '2001:1']"
5,40:1,1292:1,1997:4.1,1998:3.2906976744186047,['1999:1']
4,40:1,1125:1,1997:4.2,1998:3.2906976744186047,"['1999:1', '2012:1', '2016:1']"
2,40:1,1097:1,1997:4.0,1998:3.2906976744186047,"['2000:1', '1999:1', '2012:1']"
4,40:1,1243:1,1997:4.2,1998:3.2906976744186047,['1999:1']
4,40:1,1185:1,1997:4.1,1998:3.2906976744186047,"['2000:1', '1999:1']"
3,40:1,1000:1,1997:4.05,1998:3.2906976744186047,"['2009:1', '1999:1', '2005:1']"
5,40:1,1019:1,1997:4.15,1998:3.2906976744186047,['1999:1']
3,40:1,1072:1,1997:4.15,1998:3.2906976744186047,"['1999:1', '2001:1', '2011:1']"
3,40:1,1163:1,1997:4.15,1998:3.2906976744186047,"['2000:1', '1999:1']"
3,40:1,1931:1,1997:3.1,1998:3.2906976744186047,"['2000:1', '2014:1', '2020:1']"
4,40:1,1332:1,1997:4.25,1998:3.2906976744186047,"['2012:1', '2005:1']"
5,40:1,1341:1,1997:4.05,1998:3.2906976744186047,['1999:1']
4,40:1,1875:1,1997:4.05,1998:3.2906976744186047,['1999:1']
2,40:1,1027:1,1997:4.1,1998:3.2906976744186047,"['1999:1', '2013:1']"
3,40:1,1165:1,1997:4.25,1998:3.2906976744186047,['1999:1']
4,40:1,1887:1,1997:3.7,1998:3.2906976744186047,"['1999:1', '2022:1']"
3,40:1,1882:1,1997:2.95,1998:3.2906976744186047,"['1999:1', '2001:1']"
5,40:1,1378:1,1997:4.05,1998:3.2906976744186047,['1999:1']
4,40:1,1127:1,1997:4.15,1998:3.2906976744186047,"['1999:1', '2001:1']"
4,40:1,1260:1,1997:4.1,1998:3.2906976744186047,"['2002:1', '1999:1', '2001:1']"
4,40:1,1891:1,1997:3.8,1998:3.2906976744186047,"['1999:1', '2015:1', '2013:1']"
4,40:1,1093:1,1997:4.0,1998:3.2906976744186047,['1999:1']
3,40:1,1740:1,1997:3.9,1998:3.2906976744186047,"['1999:1', '2001:1', '2015:1']"
3,40:1,1167:1,1997:4.25,1998:3.2906976744186047,"['2000:1', '1999:1', '2011:1']"
4,40:1,1327:1,1997:4.0,1998:3.2906976744186047,"['1999:1', '2012:1', '2014:1']"
2,40:1,1687:1,1997:3.05,1998:3.2906976744186047,"['1999:1', '2000:1']"
3,40:1,1103:1,1997:4.05,1998:3.2906976744186047,['1999:1']
5,41:1,1558:1,1997:3.95,1998:3.9166666666666665,"['1999:1', '2012:1', '2006:1']"
2,41:1,1469:1,1997:3.25,1998:3.9166666666666665,"['1999:1', '2004:1', '2012:1']"
3,41:1,1638:1,1997:4.1,1998:3.9166666666666665,"['2003:1', '2005:1', '2023:1']"
5,41:1,1654:1,1997:2.95,1998:3.9166666666666665,"['1999:1', '2003:1', '2002:1']"
3,41:1,1490:1,1997:3.05,1998:3.9166666666666665,['2005:1']
4,41:1,1534:1,1997:3.65,1998:3.9166666666666665,"['2003:1', '2008:1', '2006:1']"
4,41:1,1636:1,1997:4.25,1998:3.9166666666666665,"['1999:1', '2011:1']"
5,41:1,1899:1,1997:4.25,1998:3.9166666666666665,"['1999:1', '2001:1', '2004:1']"
4,41:1,1525:1,1997:3.9,1998:3.9166666666666665,"['1999:1', '2008:1']"
5,41:1,1604:1,1997:3.65,1998:3.9166666666666665,"['2003:1', '2008:1', '2006:1']"
2,41:1,1440:1,1997:3.05,1998:3.9166666666666665,"['2003:1', '2002:1', '2012:1']"
4,41:1,1735:1,1997:3.7,1998:3.9166666666666665,"['1999:1', '2005:1']"
3,41:1,1523:1,1997:3.45,1998:3.9166666666666665,"['1999:1', '2003:1', '2002:1']"
3,41:1,1545:1,1997:3.85,1998:3.9166666666666665,"['1999:1', '2003:1', '2007:1']"
3,41:1,1497:1,1997:3.65,1998:3.9166666666666665,"['1999:1', '2012:1', '2006:1']"
3,41:1,1406:1,1997:3.85,1998:3.9166666666666665,"['2003:1', '2008:1', '2012:1']"
3,41:1,1677:1,1997:3.75,1998:3.9166666666666665,"['2004:1', '2012:1', '2006:1']"
4,41:1,1620:1,1997:4.2,1998:3.9166666666666665,"['1999:1', '2001:1', '2017:1']"
5,41:1,1621:1,1997:3.2,1998:3.9166666666666665,"['2000:1', '2005:1']"
3,41:1,1792:1,1997:3.6,1998:3.9166666666666665,"['1999:1', '2000:1', '2004:1']"
5,41:1,1219:1,1997:4.3,1998:3.9166666666666665,"['2012:1', '2014:1']"
4,41:1,1293:1,1997:4.25,1998:3.9166666666666665,"['2003:1', '1999:1', '2010:1']"
4,41:1,1267:1,1997:4.05,1998:3.9166666666666665,"['1999:1', '2016:1', '2001:1']"
3,41:1,1334:1,1997:4.0,1998:3.9166666666666665,['2014:1']
4,41:1,1599:1,1997:3.4,1998:3.9166666666666665,"['2000:1', '2021:1']"
5,41:1,1228:1,1997:4.25,1998:3.9166666666666665,['1999:1']
3,41:1,1903:1,1997:2.7,1998:3.9166666666666665,['2005:1']
5,41:1,1220:1,1997:4.3,1998:3.9166666666666665,"['2014:1', '2007:1', '2005:1']"
5,41:1,1083:1,1997:4.1,1998:3.9166666666666665,"['1999:1', '2004:1', '2006:1']"
5,41:1,1309:1,1997:4.2,1998:3.9166666666666665,"['2002:1', '2007:1', '2012:1']"
5,41:1,1030:1,1997:4.15,1998:3.9166666666666665,['1999:1']
4,41:1,1666:1,1997:3.2,1998:3.9166666666666665,['1999:1']
4,41:1,1564:1,1997:3.35,1998:3.9166666666666665,"['1999:1', '2005:1']"
4,41:1,1428:1,1997:4.0,1998:3.9166666666666665,"['2002:1', '1999:1']"
5,41:1,1182:1,1997:4.1,1998:3.9166666666666665,"['2011:1', '1999:1', '2001:1']"
3,41:1,1451:1,1997:3.05,1998:3.9166666666666665,"['2000:1', '2002:1']"
3,42:1,1558:1,1997:3.95,1998:3.2176470588235295,"['1999:1', '2012:1', '2006:1']"
3,42:1,1469:1,1997:3.25,1998:3.2176470588235295,"['1999:1', '2004:1', '2012:1']"
4,42:1,1580:1,1997:3.8,1998:3.2176470588235295,"['1999:1', '2001:1']"
2,42:1,1928:1,1997:3.4,1998:3.2176470588235295,"['1999:1', '2000:1', '2012:1']"
5,42:1,1638:1,1997:4.1,1998:3.2176470588235295,"['2003:1', '2005:1', '2023:1']"
3,42:1,1733:1,1997:2.8,1998:3.2176470588235295,['2001:1']
4,42:1,1654:1,1997:2.95,1998:3.2176470588235295,"['1999:1', '2003:1', '2002:1']"
3,42:1,1534:1,1997:3.65,1998:3.2176470588235295,"['2003:1', '2008:1', '2006:1']"
2,42:1,1994:1,1997:3.25,1998:3.2176470588235295,"['2001:1', '2007:1', '2005:1']"
3,42:1,1573:1,1997:4.0,1998:3.2176470588235295,"['2003:1', '2002:1']"
4,42:1,1636:1,1997:4.25,1998:3.2176470588235295,"['1999:1', '2011:1']"
4,42:1,1701:1,1997:4.35,1998:3.2176470588235295,"['1999:1', '2009:1', '2003:1']"
3,42:1,1647:1,1997:3.7,1998:3.2176470588235295,"['1999:1', '2005:1', '2023:1']"
2,42:1,1985:1,1997:3.05,1998:3.2176470588235295,['2000:1']
3,42:1,1522:1,1997:3.35,1998:3.2176470588235295,"['2003:1', '2008:1', '2014:1']"
5,42:1,1899:1,1997:4.25,1998:3.2176470588235295,"['1999:1', '2001:1', '2004:1']"
4,42:1,1640:1,1997:3.55,1998:3.2176470588235295,"['2005:1', '2006:1']"
5,42:1,1918:1,1997:3.5,1998:3.2176470588235295,"['2002:1', '2005:1', '2014:1']"
4,42:1,1860:1,1997:3.4,1998:3.2176470588235295,"['1999:1', '2000:1']"
3,42:1,1549:1,1997:3.1,1998:3.2176470588235295,"['2007:1', '2005:1']"
5,42:1,1525:1,1997:3.9,1998:3.2176470588235295,"['1999:1', '2008:1']"
5,42:1,1616:1,1997:4.15,1998:3.2176470588235295,"['1999:1', '2000:1']"
3,42:1,1716:1,1997:3.7,1998:3.2176470588235295,['2014:1']
3,42:1,1901:1,1997:3.25,1998:3.2176470588235295,['2014:1']
3,42:1,1463:1,1997:2.85,1998:3.2176470588235295,"['2003:1', '2008:1', '2006:1']"
1,42:1,1589:1,1997:2.65,1998:3.2176470588235295,"['2000:1', '2001:1']"
2,42:1,1604:1,1997:3.65,1998:3.2176470588235295,"['2003:1', '2008:1', '2006:1']"
2,42:1,1440:1,1997:3.05,1998:3.2176470588235295,"['2003:1', '2002:1', '2012:1']"
2,42:1,1735:1,1997:3.7,1998:3.2176470588235295,"['1999:1', '2005:1']"
2,42:1,1762:1,1997:3.55,1998:3.2176470588235295,"['1999:1', '2002:1', '2007:1']"
4,42:1,1523:1,1997:3.45,1998:3.2176470588235295,"['1999:1', '2003:1', '2002:1']"
3,42:1,1545:1,1997:3.85,1998:3.2176470588235295,"['1999:1', '2003:1', '2007:1']"
3,42:1,1497:1,1997:3.65,1998:3.2176470588235295,"['1999:1', '2012:1', '2006:1']"
4,42:1,1669:1,1997:3.25,1998:3.2176470588235295,"['1999:1', '2008:1', '2005:1']"
3,42:1,1812:1,1997:3.9,1998:3.2176470588235295,"['2000:1', '2012:1', '2006:1']"
3,42:1,1790:1,1997:3.8,1998:3.2176470588235295,['1999:1']
5,42:1,1664:1,1997:3.65,1998:3.2176470588235295,"['2003:1', '2007:1', '2005:1']"
1,42:1,1911:1,1997:3.45,1998:3.2176470588235295,"['1999:1', '2000:1', '2007:1']"
2,42:1,1713:1,1997:3.35,1998:3.2176470588235295,"['1999:1', '2003:1', '2002:1']"
3,42:1,1406:1,1997:3.85,1998:3.2176470588235295,"['2003:1', '2008:1', '2012:1']"
4,42:1,1872:1,1997:3.6,1998:3.2176470588235295,"['1999:1', '2015:1']"
5,42:1,1635:1,1997:4.3,1998:3.2176470588235295,"['1999:1', '2013:1']"
5,42:1,1533:1,1997:3.5,1998:3.2176470588235295,"['1999:1', '2006:1', '2023:1']"
2,42:1,1538:1,1997:3.65,1998:3.2176470588235295,"['1999:1', '2003:1', '2002:1']"
3,42:1,1902:1,1997:4.05,1998:3.2176470588235295,"['1999:1', '2000:1', '2009:1']"
3,42:1,1531:1,1997:3.75,1998:3.2176470588235295,"['2000:1', '2004:1']"
4,42:1,1510:1,1997:3.65,1998:3.2176470588235295,"['1999:1', '2010:1']"
5,42:1,1677:1,1997:3.75,1998:3.2176470588235295,"['2004:1', '2012:1', '2006:1']"
3,42:1,1989:1,1997:3.65,1998:3.2176470588235295,"['1999:1', '2001:1']"
2,42:1,1450:1,1997:3.75,1998:3.2176470588235295,"['2000:1', '2001:1']"
3,42:1,1478:1,1997:4.4,1998:3.2176470588235295,"['1999:1', '2004:1', '2013:1']"
4,42:1,1633:1,1997:3.95,1998:3.2176470588235295,"['1999:1', '2007:1', '2015:1']"
3,42:1,1909:1,1997:4.3,1998:3.2176470588235295,"['1999:1', '2013:1']"
3,42:1,1896:1,1997:3.85,1998:3.2176470588235295,"['1999:1', '2007:1']"
3,42:1,1607:1,1997:3.5,1998:3.2176470588235295,"['2003:1', '2005:1']"
4,42:1,1641:1,1997:3.8,1998:3.2176470588235295,"['1999:1', '2005:1']"
3,42:1,1858:1,1997:4.35,1998:3.2176470588235295,['1999:1']
3,42:1,1620:1,1997:4.2,1998:3.2176470588235295,"['1999:1', '2001:1', '2017:1']"
3,42:1,1798:1,1997:4.15,1998:3.2176470588235295,"['1999:1', '2009:1', '2023:1']"
5,42:1,1851:1,1997:4.3,1998:3.2176470588235295,"['1999:1', '2000:1']"
4,42:1,1492:1,1997:3.85,1998:3.2176470588235295,"['1999:1', '2000:1']"
4,42:1,1782:1,1997:4.35,1998:3.2176470588235295,['1999:1']
4,42:1,1852:1,1997:4.3,1998:3.2176470588235295,"['1999:1', '2009:1', '2010:1']"
4,42:1,1754:1,1997:3.65,1998:3.2176470588235295,['1999:1']
5,42:1,1575:1,1997:4.3,1998:3.2176470588235295,['1999:1']
3,42:1,1972:1,1997:3.55,1998:3.2176470588235295,"['2002:1', '2005:1']"
3,42:1,1467:1,1997:3.55,1998:3.2176470588235295,"['2000:1', '2004:1', '2006:1']"
4,42:1,1890:1,1997:4.05,1998:3.2176470588235295,['1999:1']
4,42:1,1739:1,1997:4.15,1998:3.2176470588235295,"['2000:1', '2004:1', '2017:1']"
4,42:1,1568:1,1997:4.1,1998:3.2176470588235295,['1999:1']
3,42:1,1548:1,1997:4.2,1998:3.2176470588235295,['2004:1']
4,42:1,1703:1,1997:3.6,1998:3.2176470588235295,['1999:1']
4,42:1,1437:1,1997:3.45,1998:3.2176470588235295,"['2006:1', '2008:1']"
3,42:1,1829:1,1997:3.55,1998:3.2176470588235295,"['1999:1', '2015:1']"
3,42:1,1653:1,1997:3.65,1998:3.2176470588235295,['1999:1']
3,42:1,1838:1,1997:3.65,1998:3.2176470588235295,"['1999:1', '2010:1', '2011:1']"
3,42:1,1781:1,1997:3.95,1998:3.2176470588235295,"['1999:1', '2000:1']"
3,42:1,1621:1,1997:3.2,1998:3.2176470588235295,"['2000:1', '2005:1']"
3,42:1,1596:1,1997:3.6,1998:3.2176470588235295,"['1999:1', '2022:1', '2012:1']"
3,42:1,1778:1,1997:3.95,1998:3.2176470588235295,"['1999:1', '2002:1', '2019:1']"
2,42:1,1764:1,1997:3.55,1998:3.2176470588235295,"['1999:1', '2009:1', '2010:1']"
3,42:1,1854:1,1997:4.2,1998:3.2176470588235295,"['1999:1', '2022:1']"
4,42:1,1853:1,1997:3.35,1998:3.2176470588235295,['2003:1']
5,42:1,1924:1,1997:4.1,1998:3.2176470588235295,"['1999:1', '2009:1']"
3,42:1,1491:1,1997:3.55,1998:3.2176470588235295,"['1999:1', '2000:1', '2011:1']"
3,42:1,1473:1,1997:3.75,1998:3.2176470588235295,"['1999:1', '2009:1']"
4,42:1,1775:1,1997:3.35,1998:3.2176470588235295,['2005:1']
5,42:1,1747:1,1997:4.1,1998:3.2176470588235295,"['1999:1', '2000:1']"
4,42:1,1897:1,1997:3.85,1998:3.2176470588235295,"['1999:1', '2000:1']"
2,42:1,1930:1,1997:3.4,1998:3.2176470588235295,"['1999:1', '2000:1']"
2,42:1,1501:1,1997:3.6,1998:3.2176470588235295,"['2004:1', '2012:1', '2006:1']"
2,42:1,1949:1,1997:3.65,1998:3.2176470588235295,"['1999:1', '2008:1', '2004:1']"
1,42:1,1795:1,1997:3.9,1998:3.2176470588235295,"['2000:1', '2012:1', '2016:1']"
2,42:1,1913:1,1997:3.2,1998:3.2176470588235295,"['1999:1', '2014:1']"
3,42:1,1912:1,1997:4.05,1998:3.2176470588235295,['2000:1']
3,42:1,1696:1,1997:3.3,1998:3.2176470588235295,"['2003:1', '2005:1', '2006:1']"
2,42:1,1837:1,1997:3.1,1998:3.2176470588235295,"['2004:1', '2007:1']"
3,42:1,1791:1,1997:4.0,1998:3.2176470588235295,"['1999:1', '2000:1', '2006:1']"
4,42:1,1810:1,1997:3.3,1998:3.2176470588235295,"['1999:1', '2002:1', '2007:1']"
4,42:1,1584:1,1997:3.9,1998:3.2176470588235295,"['1999:1', '2000:1', '2013:1']"
4,42:1,1792:1,1997:3.6,1998:3.2176470588235295,"['1999:1', '2000:1', '2004:1']"
3,42:1,1712:1,1997:3.75,1998:3.2176470588235295,"['1999:1', '2010:1', '2011:1']"
3,42:1,1766:1,1997:3.6,1998:3.2176470588235295,['1999:1']
2,42:1,1551:1,1997:3.8,1998:3.2176470588235295,"['1999:1', '2000:1']"
4,42:1,1511:1,1997:3.7,1998:3.2176470588235295,"['2003:1', '2019:1', '2006:1']"
3,42:1,1608:1,1997:3.8,1998:3.2176470588235295,"['1999:1', '2009:1', '2005:1']"
4,42:1,1729:1,1997:3.95,1998:3.2176470588235295,"['1999:1', '2013:1']"
2,42:1,1970:1,1997:3.5,1998:3.2176470588235295,"['1999:1', '2007:1', '2014:1']"
4,42:1,1969:1,1997:3.85,1998:3.2176470588235295,"['1999:1', '2013:1']"
3,42:1,1464:1,1997:3.4,1998:3.2176470588235295,"['1999:1', '2009:1']"
3,42:1,1524:1,1997:3.55,1998:3.2176470588235295,"['2003:1', '2011:1', '2008:1']"
5,42:1,1689:1,1997:3.75,1998:3.2176470588235295,"['1999:1', '2001:1', '2015:1']"
3,42:1,1856:1,1997:3.6,1998:3.2176470588235295,"['1999:1', '2009:1', '2001:1']"
5,42:1,1875:1,1997:4.05,1998:3.2176470588235295,['1999:1']
3,42:1,1891:1,1997:3.8,1998:3.2176470588235295,"['1999:1', '2015:1', '2013:1']"
4,42:1,1625:1,1997:3.85,1998:3.2176470588235295,['1999:1']
4,42:1,1834:1,1997:3.95,1998:3.2176470588235295,"['1999:1', '2000:1']"
2,42:1,1662:1,1997:3.7,1998:3.2176470588235295,"['1999:1', '2009:1', '2018:1']"
2,42:1,1880:1,1997:3.3,1998:3.2176470588235295,"['1999:1', '2002:1', '2005:1']"
3,42:1,1674:1,1997:3.8,1998:3.2176470588235295,"['1999:1', '2000:1', '2002:1']"
3,42:1,1683:1,1997:3.75,1998:3.2176470588235295,"['1999:1', '2018:1']"
3,42:1,1919:1,1997:3.4,1998:3.2176470588235295,"['1999:1', '2005:1', '2014:1']"
3,42:1,1752:1,1997:3.7,1998:3.2176470588235295,"['1999:1', '2001:1']"
5,42:1,1817:1,1997:3.75,1998:3.2176470588235295,"['1999:1', '2010:1']"
2,42:1,1770:1,1997:2.8,1998:3.2176470588235295,"['2005:1', '2014:1']"
2,42:1,1942:1,1997:3.6,1998:3.2176470588235295,"['1999:1', '2015:1']"
4,42:1,1915:1,1997:4.2,1998:3.2176470588235295,"['1999:1', '2005:1']"
4,42:1,1624:1,1997:3.65,1998:3.2176470588235295,"['1999:1', '2003:1', '2011:1']"
3,42:1,1987:1,1997:3.4,1998:3.2176470588235295,"['2008:1', '2002:1', '2005:1']"
3,42:1,1365:1,1997:3.9,1998:3.2176470588235295,"['1999:1', '2010:1']"
4,42:1,1967:1,1997:4.15,1998:3.2176470588235295,['1999:1']
3,42:1,1873:1,1997:3.45,1998:3.2176470588235295,['2014:1']
4,42:1,1879:1,1997:3.65,1998:3.2176470588235295,"['2002:1', '2005:1']"
1,42:1,1946:1,1997:2.7,1998:3.2176470588235295,"['2002:1', '2007:1', '2005:1']"
2,42:1,1600:1,1997:3.7,1998:3.2176470588235295,"['1999:1', '2000:1', '2013:1']"
2,42:1,1925:1,1997:3.7,1998:3.2176470588235295,"['1999:1', '2002:1', '2019:1']"
2,42:1,1598:1,1997:3.35,1998:3.2176470588235295,"['1999:1', '2000:1', '2001:1']"
3,42:1,1681:1,1997:3.7,1998:3.2176470588235295,['1999:1']
2,42:1,1755:1,1997:3.0,1998:3.2176470588235295,['2014:1']
2,42:1,1818:1,1997:3.75,1998:3.2176470588235295,"['1999:1', '2001:1', '2012:1']"
3,42:1,1975:1,1997:3.25,1998:3.2176470588235295,['2005:1']
3,42:1,1658:1,1997:3.45,1998:3.2176470588235295,"['1999:1', '2000:1', '2009:1']"
2,42:1,1822:1,1997:3.5,1998:3.2176470588235295,"['2000:1', '2008:1', '2007:1']"
4,42:1,1642:1,1997:3.3,1998:3.2176470588235295,"['2007:1', '2005:1']"
3,42:1,1650:1,1997:4.05,1998:3.2176470588235295,['1999:1']
4,42:1,1786:1,1997:3.85,1998:3.2176470588235295,"['1999:1', '2009:1']"
2,42:1,1976:1,1997:3.3,1998:3.2176470588235295,['2008:1']
4,42:1,1743:1,1997:4.0,1998:3.2176470588235295,"['1999:1', '2010:1', '2005:1']"
3,42:1,1773:1,1997:3.3,1998:3.2176470588235295,"['1999:1', '2000:1']"
4,42:1,1952:1,1997:3.6,1998:3.2176470588235295,"['1999:1', '2000:1', '2002:1']"
3,42:1,1438:1,1997:3.8,1998:3.2176470588235295,['1999:1']
3,42:1,1618:1,1997:3.6,1998:3.2176470588235295,"['1999:1', '2009:1', '2010:1']"
4,42:1,1936:1,1997:3.85,1998:3.2176470588235295,"['1999:1', '2002:1']"
2,42:1,1586:1,1997:3.4,1998:3.2176470588235295,"['1999:1', '2007:1', '2014:1']"
5,42:1,1719:1,1997:3.95,1998:3.2176470588235295,"['1999:1', '2013:1']"
3,42:1,1436:1,1997:3.5,1998:3.2176470588235295,"['1999:1', '2009:1', '2002:1']"
4,42:1,1968:1,1997:3.65,1998:3.2176470588235295,"['1999:1', '2001:1', '2015:1']"
3,42:1,1927:1,1997:3.65,1998:3.2176470588235295,"['1999:1', '2009:1', '2001:1']"
2,42:1,1617:1,1997:3.1,1998:3.2176470588235295,"['1999:1', '2003:1']"
2,42:1,1629:1,1997:3.25,1998:3.2176470588235295,['2005:1']
4,42:1,1741:1,1997:3.85,1998:3.2176470588235295,['2000:1']
4,42:1,1796:1,1997:3.95,1998:3.2176470588235295,['1999:1']
3,42:1,1893:1,1997:3.55,1998:3.2176470588235295,['1999:1']
3,42:1,1832:1,1997:3.7,1998:3.2176470588235295,['1999:1']
3,42:1,1742:1,1997:4.15,1998:3.2176470588235295,"['1999:1', '2000:1']"
3,42:1,1499:1,1997:3.4,1998:3.2176470588235295,"['1999:1', '2001:1']"
3,42:1,1855:1,1997:4.1,1998:3.2176470588235295,['1999:1']
3,42:1,1679:1,1997:3.65,1998:3.2176470588235295,['1999:1']
3,42:1,1728:1,1997:3.55,1998:3.2176470588235295,"['2002:1', '2005:1']"
2,42:1,1827:1,1997:2.95,1998:3.2176470588235295,['2005:1']
3,43:1,1558:1,1997:3.95,1998:3.3555555555555556,"['1999:1', '2012:1', '2006:1']"
2,43:1,1420:1,1997:2.9,1998:3.3555555555555556,"['2003:1', '2006:1']"
3,43:1,1638:1,1997:4.1,1998:3.3555555555555556,"['2003:1', '2005:1', '2023:1']"
2,43:1,1490:1,1997:3.05,1998:3.3555555555555556,['2005:1']
3,43:1,1534:1,1997:3.65,1998:3.3555555555555556,"['2003:1', '2008:1', '2006:1']"
4,43:1,1636:1,1997:4.25,1998:3.3555555555555556,"['1999:1', '2011:1']"
4,43:1,1701:1,1997:4.35,1998:3.3555555555555556,"['1999:1', '2009:1', '2003:1']"
2,43:1,1985:1,1997:3.05,1998:3.3555555555555556,['2000:1']
4,43:1,1899:1,1997:4.25,1998:3.3555555555555556,"['1999:1', '2001:1', '2004:1']"
3,43:1,1640:1,1997:3.55,1998:3.3555555555555556,"['2005:1', '2006:1']"
4,43:1,1918:1,1997:3.5,1998:3.3555555555555556,"['2002:1', '2005:1', '2014:1']"
3,43:1,1549:1,1997:3.1,1998:3.3555555555555556,"['2007:1', '2005:1']"
3,43:1,1525:1,1997:3.9,1998:3.3555555555555556,"['1999:1', '2008:1']"
2,43:1,1512:1,1997:2.75,1998:3.3555555555555556,"['2003:1', '2010:1', '2008:1']"
3,43:1,1901:1,1997:3.25,1998:3.3555555555555556,['2014:1']
4,43:1,1604:1,1997:3.65,1998:3.3555555555555556,"['2003:1', '2008:1', '2006:1']"
4,43:1,1440:1,1997:3.05,1998:3.3555555555555556,"['2003:1', '2002:1', '2012:1']"
2,43:1,1735:1,1997:3.7,1998:3.3555555555555556,"['1999:1', '2005:1']"
2,43:1,1597:1,1997:3.35,1998:3.3555555555555556,"['2012:1', '2006:1']"
4,43:1,1497:1,1997:3.65,1998:3.3555555555555556,"['1999:1', '2012:1', '2006:1']"
3,43:1,1565:1,1997:2.95,1998:3.3555555555555556,"['2003:1', '2002:1']"
4,43:1,1812:1,1997:3.9,1998:3.3555555555555556,"['2000:1', '2012:1', '2006:1']"
4,43:1,1566:1,1997:3.8,1998:3.3555555555555556,"['2000:1', '2004:1', '2012:1']"
3,43:1,1872:1,1997:3.6,1998:3.3555555555555556,"['1999:1', '2015:1']"
3,43:1,1635:1,1997:4.3,1998:3.3555555555555556,"['1999:1', '2013:1']"
4,43:1,1538:1,1997:3.65,1998:3.3555555555555556,"['1999:1', '2003:1', '2002:1']"
3,43:1,1902:1,1997:4.05,1998:3.3555555555555556,"['1999:1', '2000:1', '2009:1']"
3,43:1,1531:1,1997:3.75,1998:3.3555555555555556,"['2000:1', '2004:1']"
4,43:1,1567:1,1997:3.3,1998:3.3555555555555556,"['2000:1', '2004:1', '2006:1']"
3,43:1,1677:1,1997:3.75,1998:3.3555555555555556,"['2004:1', '2012:1', '2006:1']"
5,43:1,1478:1,1997:4.4,1998:3.3555555555555556,"['1999:1', '2004:1', '2013:1']"
4,43:1,1896:1,1997:3.85,1998:3.3555555555555556,"['1999:1', '2007:1']"
3,43:1,1641:1,1997:3.8,1998:3.3555555555555556,"['1999:1', '2005:1']"
